"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"582","Policy","Sharing of Event Logs","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-14.1",5,"Mechanisms exist to share event logs with third-party organizations based on specific cross-organizational sharing agreements."
"583","Policy","Covert Channel Analysis ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-15",3,"Mechanisms exist to conduct covert channel analysis to identify aspects of communications that are potential avenues for covert channels."
"584","Policy","Anomalous Behavior","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-16",10,"Mechanisms exist to detect and respond to anomalous behavior that could indicate account compromise or other malicious activities."
"585","Policy","Insider Threats","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-16.1",8,"Mechanisms exist to monitor internal personnel activity for potential security incidents."
"586","Policy","Third-Party Threats","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-16.2",8,"Mechanisms exist to monitor third-party personnel activity for potential security incidents."
"587","Policy","Unauthorized Activities","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-16.3",8,"Mechanisms exist to monitor for unauthorized activities, accounts, connections, devices and software."
"588","Policy","Account Creation and Modification Logging","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - MON-16.4",7,"Automated mechanisms exist to generate event logs for permissions changes to privileged accounts and/or groups."
"589","Policy","Use of Cryptographic Controls ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01",10,"Mechanisms exist to facilitate the implementation of cryptographic protections controls using known public standards and trusted cryptographic technologies."
"590","Policy","Alternate Physical Protection ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01.1",5,"Cryptographic mechanisms exist to prevent unauthorized disclosure of information as an alternative to physical safeguards. "
"591","Policy","Export-Controlled Technology","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01.2",5,"Mechanisms exist to address the exporting of cryptographic technologies in compliance with relevant statutory and regulatory requirements."
"592","Policy","Pre/Post Transmission Handling","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01.3",5,"Cryptographic mechanisms exist to ensure the confidentiality and integrity of information during preparation for transmission and during reception."
"593","Policy","Conceal / Randomize Communications","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01.4",5,"Cryptographic mechanisms exist to conceal or randomize communication patterns."
"594","Policy","Cryptographic Cipher Suites and Protocols Inventory","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-01.5",9,"Mechanisms exist to identify, document and review deployed cryptographic cipher suites and protocols to proactively respond to industry trends regarding the continued viability of utilized cryptographic cipher suites and protocols."
"595","Policy","Cryptographic Module Authentication","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-02",8,"Automated mechanisms exist to enable systems to authenticate to a cryptographic module."
"596","Policy","Transmission Confidentiality ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-03",10,"Cryptographic mechanisms exist to protect the confidentiality of data being transmitted. "
"597","Policy","Transmission Integrity ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-04",10,"Cryptographic mechanisms exist to protect the integrity of data being transmitted. "
"598","Policy","Encrypting Data At Rest ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-05",10,"Cryptographic mechanisms exist to prevent unauthorized disclosure of data at rest. "
"599","Policy","Storage Media","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-05.1",8,"Cryptographic mechanisms exist to protect the confidentiality and integrity of sensitive/regulated data residing on storage media."
"600","Policy","Offline Storage","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-05.2",5,"Mechanisms exist to remove unused data from online storage and archive it off-line in a secure location until it can be disposed of according to data retention requirements."
"601","Policy","Database Encryption","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-05.3",8,"Mechanisms exist to ensure that database servers utilize encryption to protect the confidentiality of the data within the databases."
"602","Policy","Non-Console Administrative Access","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-06",9,"Cryptographic mechanisms exist to protect the confidentiality and integrity of non-console administrative access."
"603","Policy","Wireless Access Authentication & Encryption ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-07",9,"Mechanisms exist to protect wireless access via secure authentication and encryption."
"604","Policy","Public Key Infrastructure (PKI) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-08",9,"Mechanisms exist to securely implement an internal Public Key Infrastructure (PKI) infrastructure or obtain PKI services from a reputable PKI service provider. "
"605","Policy","Availability","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-08.1",9,"Resiliency mechanisms exist to ensure the availability of data in the event of the loss of cryptographic keys."
"606","Policy","Cryptographic Key Management ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09",10,"Mechanisms exist to facilitate cryptographic key management controls to protect the confidentiality, integrity and availability of keys."
"607","Policy","Symmetric Keys","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.1",9,"Mechanisms exist to facilitate the production and management of symmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes. "
"608","Policy","Asymmetric Keys","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.2",9,"Mechanisms exist to facilitate the production and management of asymmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes that protect the user’s private key. "
"609","Policy","Cryptographic Key Loss or Change","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.3",8,"Mechanisms exist to ensure the availability of information in the event of the loss of cryptographic keys by individual users. "
"610","Policy","Control & Distribution of Cryptographic Keys","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.4",9,"Mechanisms exist to facilitate the secure distribution of symmetric and asymmetric cryptographic keys using industry recognized key management technology and processes. "
"611","Policy","Assigned Owners ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.5",8,"Mechanisms exist to ensure cryptographic keys are bound to individual identities. "
"612","Policy","Third-Party Cryptographic Keys","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.6",7,"Mechanisms exist to ensure customers are provided with appropriate key management guidance whenever cryptographic keys are shared."
"613","Policy","External System Cryptographic Key Control","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-09.7",5,"Mechanisms exist to maintain control of cryptographic keys for encrypted material stored or transmitted through an external system."
"614","Policy","Transmission of Cybersecurity & Data Privacy Attributes ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-10",5,"Mechanisms exist to ensure systems associate security attributes with information exchanged between systems. "
"615","Policy","Certificate Authorities","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - CRY-11",8,"Automated mechanisms exist to enable the use of organization-defined Certificate Authorities (CAs) to facilitate the establishment of protected sessions."
"616","Policy","Data Protection ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-01",10,"Mechanisms exist to facilitate the implementation of data protection controls. "
"617","Policy","Data Stewardship ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-01.1",10,"Mechanisms exist to ensure data stewardship is assigned, documented and communicated. "
"618","Policy","Sensitive / Regulated Data Protection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-01.2",9,"Mechanisms exist to protect sensitive/regulated data wherever it is stored."
"619","Policy","Sensitive / Regulated Media Records","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-01.3",6,"Mechanisms exist to ensure media records for sensitive/regulated data contain sufficient information to determine the potential impact in the event of a data loss incident."
"620","Policy","Data & Asset Classification ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-02",10,"Mechanisms exist to ensure data and assets are categorized in accordance with applicable statutory, regulatory and contractual requirements. "
"621","Policy","Highest Classification Level","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-02.1",8,"Mechanisms exist to ensure that systems, applications and services are classified according to the highest level of data sensitivity that is stored, transmitted and/or processed."
"622","Policy","Media Access ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-03",8,"Mechanisms exist to control and restrict access to digital and non-digital media to authorized individuals. "
"623","Policy","Disclosure of Information","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-03.1",10,"Mechanisms exist to restrict the disclosure of sensitive / regulated data to authorized parties with a need to know."
"624","Policy","Masking Displayed Data ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-03.2",7,"Mechanisms exist to apply data masking to sensitive/regulated information that is displayed or printed. "
"625","Policy","Controlled Release","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-03.3",4,"Automated mechanisms exist to validate cybersecurity & data privacy attributes prior to releasing information to external systems."
"626","Policy","Media Marking ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-04",7,"Mechanisms exist to mark media in accordance with data protection requirements so that personnel are alerted to distribution limitations, handling caveats and applicable security requirements. "
"627","Policy","Automated Marking","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-04.1",2,"Automated mechanisms exist to mark physical media and digital files to indicate the distribution limitations, handling requirements and applicable security markings (if any) of the information to aid Data Loss Prevention (DLP) technologies. "
"628","Policy","Cybersecurity & Data Privacy Attributes","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05",2,"Mechanisms exist to bind cybersecurity & data privacy attributes to information as it is stored, transmitted and processed."
"629","Policy","Dynamic Attribute Association","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.1",2,"Mechanisms exist to dynamically associate cybersecurity & data privacy attributes with individuals and objects as information is created, combined, or transformed, in accordance with organization-defined cybersecurity and data privacy policies."
"630","Policy","Attribute Value Changes By Authorized Individuals","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.2",8,"Mechanisms exist to provide authorized individuals (or processes acting on behalf of individuals) the capability to define or change the value of associated cybersecurity & data privacy attributes."
"631","Policy","Maintenance of Attribute Associations By System","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.3",2,"Mechanisms exist to maintain the association and integrity of cybersecurity & data privacy attributes to individuals and objects."
"632","Policy","Association of Attributes By Authorized Individuals","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.4",2,"Mechanisms exist to provide the capability to associate cybersecurity & data privacy attributes with individuals and objects by authorized individuals (or processes acting on behalf of individuals)."
"633","Policy","Attribute Displays for Output Devices","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.5",8,"Mechanisms exist to display cybersecurity & data privacy attributes in human-readable form on each object that the system transmits to output devices to identify special dissemination, handling or distribution instructions using human-readable, standard naming conventions."
"634","Policy","Data Subject Attribute Associations","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.6",2,"Mechanisms exist to require personnel to associate and maintain the association of cybersecurity & data privacy attributes with individuals and objects in accordance with cybersecurity and data privacy policies."
"635","Policy","Consistent Attribute Interpretation","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.7",2,"Mechanisms exist to provide a consistent, organizationally agreed upon interpretation of cybersecurity & data privacy attributes employed in access enforcement and flow enforcement decisions between distributed system components."
"636","Policy","Identity Association Techniques & Technologies","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.8",2,"Mechanisms exist to associate cybersecurity & data privacy attributes to information."
"637","Policy","Attribute Reassignment","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.9",7,"Mechanisms exist to reclassify data as required, due to changing business/technical requirements."
"638","Policy","Attribute Configuration By Authorized Individuals","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.10",8,"Mechanisms exist to provide authorized individuals the capability to define or change the type and value of cybersecurity & data privacy attributes available for association with subjects and objects."
"639","Policy","Audit Changes","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-05.11",7,"Mechanisms exist to audit changes to cybersecurity & data privacy attributes and responds to events in accordance with incident response procedures."
"640","Policy","Media Storage","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06",8,"Mechanisms exist to:   ▪ Physically control and securely store digital and non-digital media within controlled areas using organization-defined security measures; and  ▪ Protect system media until the media are destroyed or sanitized using approved equipment, techniques and procedures."
"641","Policy","Physically Secure All Media","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06.1",9,"Mechanisms exist to physically secure all media that contains sensitive information."
"642","Policy","Sensitive Data Inventories","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06.2",9,"Mechanisms exist to maintain inventory logs of all sensitive media and conduct sensitive media inventories at least annually. "
"643","Policy","Periodic Scans for Sensitive Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06.3",7,"Mechanisms exist to periodically scan unstructured data sources for sensitive/regulated data or data requiring special protection measures by statutory, regulatory or contractual obligations. "
"644","Policy","Making Sensitive Data Unreadable In Storage","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06.4",9,"Mechanisms exist to ensure sensitive/regulated data is rendered human unreadable anywhere sensitive/regulated data is stored. "
"645","Policy","Storing Authentication Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-06.5",5,"Mechanisms exist to prohibit the storage of sensitive transaction authentication data after authorization. "
"646","Policy","Media Transportation ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-07",9,"Mechanisms exist to protect and control digital and non-digital media during transport outside of controlled areas using appropriate security measures."
"647","Policy","Custodians","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-07.1",9,"Mechanisms exist to identify custodians throughout the transport of digital or non-digital media. "
"648","Policy","Encrypting Data In Storage Media","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-07.2",5,"Cryptographic mechanisms exist to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas."
"649","Policy","Physical Media Disposal","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-08",10,"Mechanisms exist to securely dispose of media when it is no longer required, using formal procedures. "
"650","Policy","Digital Media Sanitization","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09",10,"Mechanisms exist to sanitize digital media with the strength and integrity commensurate with the classification or sensitivity of the information prior to disposal, release out of organizational control or release for reuse."
"651","Policy","Media Sanitization Documentation","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09.1",7,"Mechanisms exist to supervise, track, document and verify media sanitization and disposal actions. "
"652","Policy","Equipment Testing","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09.2",5,"Mechanisms exist to test sanitization equipment and procedures to verify that the intended result is achieved. "
"653","Policy","Sanitization of Personal Data (PD)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09.3",9,"Mechanisms exist to facilitate the sanitization of Personal Data (PD)."
"654","Policy","First Time Use Sanitization","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09.4",5,"Mechanisms exist to apply nondestructive sanitization techniques to portable storage devices prior to first use."
"655","Policy","Dual Authorization for Sensitive Data Destruction","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-09.5",5,"Mechanisms exist to enforce dual authorization for the destruction, disposal or sanitization of digital media that contains sensitive / regulated data."
"656","Policy","Media Use","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-10",8,"Mechanisms exist to restrict the use of types of digital media on systems or system components. "
"657","Policy","Limitations on Use ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-10.1",10,"Mechanisms exist to restrict the use and distribution of sensitive / regulated data. "
"658","Policy","Prohibit Use Without Owner","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-10.2",5,"Mechanisms exist to prohibit the use of portable storage devices in organizational information systems when such devices have no identifiable owner."
"659","Policy","Data Reclassification ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-11",8,"Mechanisms exist to reclassify data, including associated systems, applications and services, commensurate with the security category and/or classification level of the information."
"660","Policy","Removable Media Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-12",10,"Mechanisms exist to restrict removable media in accordance with data handling and acceptable usage parameters."
"661","Policy","Use of External Information Systems ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-13",9,"Mechanisms exist to govern how external parties, systems and services are used to securely store, process and transmit data. "
"662","Policy","Limits of Authorized Use ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-13.1",8,"Mechanisms exist to prohibit external parties, systems and services from storing, processing and transmitting data unless authorized individuals first:   ▪ Verifying the implementation of required security controls; or  ▪ Retaining a processing agreement with the entity hosting the external systems or service."
"663","Policy","Portable Storage Devices","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-13.2",9,"Mechanisms exist to restrict or prohibit the use of portable storage devices by users on external systems. "
"664","Policy","Protecting Sensitive Data on External Systems","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-13.3",10,"Mechanisms exist to ensure that the requirements for the protection of sensitive information processed, stored or transmitted on external systems, are implemented in accordance with applicable statutory, regulatory and contractual obligations."
"665","Policy","Non-Organizationally Owned Systems / Components / Devices","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-13.4",5,"Mechanisms exist to restrict the use of non-organizationally owned information systems, system components or devices to process, store or transmit organizational information."
"666","Policy","Information Sharing ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-14",9,"Mechanisms exist to utilize a process to assist users in making information sharing decisions to ensure data is appropriately protected."
"667","Policy","Information Search & Retrieval","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-14.1",5,"Mechanisms exist to ensure information systems implement data search and retrieval functions that properly enforce data protection / sharing restrictions."
"668","Policy","Transfer Authorizations","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-14.2",8,"Mechanisms exist to verify that individuals or systems transferring data between interconnecting systems have the requisite authorizations (e.g., write permissions or privileges) prior to transferring said data."
"669","Policy","Data Access Mapping","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-14.3",9,"Mechanisms exist to develop a data-specific Access Control List (ACL) or Data Information Sharing Agreement (DISA) to determine the personnel with whom sensitive/regulated data is shared."
"670","Policy","Publicly Accessible Content","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-15",10,"Mechanisms exist to control publicly-accessible content."
"671","Policy","Data Mining Protection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-16",7,"Mechanisms exist to protect data storage objects against unauthorized data mining and data harvesting techniques. "
"672","Policy","Ad-Hoc Transfers ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-17",8,"Mechanisms exist to secure ad-hoc exchanges of large digital files with internal or external parties."
"673","Policy","Media & Data Retention ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-18",8,"Mechanisms exist to retain media and data in accordance with applicable statutory, regulatory and contractual obligations. "
"674","Policy","Minimize Personal Data (PD)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-18.1",8,"Mechanisms exist to limit Personal Data (PD) being processed in the information lifecycle to elements identified in the Data Protection Impact Assessment (DPIA)."
"675","Policy","Limit Personal Data (PD) Elements In Testing, Training & Research","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-18.2",8,"Mechanisms exist to minimize the use of Personal Data (PD) for research, testing, or training, in accordance with the Data Protection Impact Assessment (DPIA)."
"676","Policy","Temporary Files Containing Personal Data (PD)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-18.3",5,"Mechanisms exist to perform periodic checks of temporary files for the existence of Personal Data (PD)."
"677","Policy","Geographic Location of Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-19",9,"Mechanisms exist to inventory, document and maintain data flows for data that is resident (permanently or temporarily) within a service's geographically distributed applications (physical and virtual), infrastructure, systems components and/or shared with other third-parties."
"678","Policy","Archived Data Sets ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-20",8,"Mechanisms exist to protect archived data in accordance with applicable statutory, regulatory and contractual obligations. "
"679","Policy","Information Disposal","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-21",10,"Mechanisms exist to securely dispose of, destroy or erase information."
"680","Policy","Data Quality Operations","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-22",5,"Mechanisms exist to check for the accuracy, relevance, timeliness, impact, completeness and de-identification of information across the information lifecycle."
"681","Policy","Updating & Correcting Personal Data (PD)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-22.1",6,"Mechanisms exist to utilize technical controls to correct Personal Data (PD) that is inaccurate or outdated, incorrectly determined regarding impact, or incorrectly de-identified."
"682","Policy","Data Tags","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-22.2",3,"Mechanisms exist to utilize data tags to automate tracking of sensitive/regulated data across the information lifecycle."
"683","Policy","Primary Source Personal Data (PD) Collection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-22.3",8,"Mechanisms exist to collect Personal Data (PD) directly from the individual. "
"684","Policy","De-Identification (Anonymization)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23",8,"Mechanisms exist to anonymize data by removing Personal Data (PD) from datasets."
"685","Policy","De-Identify Dataset Upon Collection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.1",8,"Mechanisms exist to de-identify the dataset upon collection by not collecting Personal Data (PD)."
"686","Policy","Archiving","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.2",8,"Mechanisms exist to refrain from archiving Personal Data (PD) elements if those elements in a dataset will not be needed after the dataset is archived."
"687","Policy","Release","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.3",8,"Mechanisms exist to remove Personal Data (PD) elements from a dataset prior to its release if those elements in the dataset do not need to be part of the data release."
"688","Policy","Removal, Masking, Encryption, Hashing or Replacement of Direct Identifiers","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.4",8,"Mechanisms exist to remove, mask, encrypt, hash or replace direct identifiers in a dataset."
"689","Policy","Statistical Disclosure Control","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.5",1,"Mechanisms exist to manipulate numerical data, contingency tables and statistical findings so that no person or organization is identifiable in the results of the analysis."
"690","Policy","Differential Data Privacy","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.6",1,"Mechanisms exist to prevent disclosure of Personal Data (PD) by adding non-deterministic noise to the results of mathematical operations before the results are reported."
"691","Policy","Automated De-Identification of Sensitive Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.7",1,"Mechanisms exist to perform de-identification of sensitive/regulated data, using validated algorithms and software to implement the algorithms."
"692","Policy","Motivated Intruder","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.8",3,"Mechanisms exist to perform a motivated intruder test on the de-identified dataset to determine if the identified data remains or if the de-identified data can be re-identified."
"693","Policy","Code Names","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-23.9",1,"Mechanisms exist to use aliases to name assets, which are mission-critical and/or contain highly-sensitive/regulated data, are unique and not readily associated with a product, project or type of data."
