"~id","~labels","name","score","description","scf_id","strength"
"579","Policy","Session Audit ",,"Mechanisms exist to provide session audit capabilities that can:   ▪ Capture and log all content related to a user session; and  ▪ Remotely view all content related to an established user session in real time.","OPS - MON-12",7
"580","Policy","Alternate Event Logging Capability ",,"Mechanisms exist to provide an alternate event logging capability in the event of a failure in primary audit capability.","OPS - MON-13",3
"581","Policy","Cross-Organizational Monitoring ",,"Mechanisms exist to coordinate sanitized event logs among external organizations to identify anomalous events when event logs are shared across organizational boundaries, without giving away sensitive or critical business data.","OPS - MON-14",3
"582","Policy","Sharing of Event Logs",,"Mechanisms exist to share event logs with third-party organizations based on specific cross-organizational sharing agreements.","OPS - MON-14.1",5
"583","Policy","Covert Channel Analysis ",,"Mechanisms exist to conduct covert channel analysis to identify aspects of communications that are potential avenues for covert channels.","OPS - MON-15",3
"584","Policy","Anomalous Behavior",,"Mechanisms exist to detect and respond to anomalous behavior that could indicate account compromise or other malicious activities.","OPS - MON-16",10
"585","Policy","Insider Threats",,"Mechanisms exist to monitor internal personnel activity for potential security incidents.","OPS - MON-16.1",8
"586","Policy","Third-Party Threats",,"Mechanisms exist to monitor third-party personnel activity for potential security incidents.","OPS - MON-16.2",8
"587","Policy","Unauthorized Activities",,"Mechanisms exist to monitor for unauthorized activities, accounts, connections, devices and software.","OPS - MON-16.3",8
"588","Policy","Account Creation and Modification Logging",,"Automated mechanisms exist to generate event logs for permissions changes to privileged accounts and/or groups.","OPS - MON-16.4",7
"589","Policy","Use of Cryptographic Controls ",,"Mechanisms exist to facilitate the implementation of cryptographic protections controls using known public standards and trusted cryptographic technologies.","OPS - CRY-01",10
"590","Policy","Alternate Physical Protection ",,"Cryptographic mechanisms exist to prevent unauthorized disclosure of information as an alternative to physical safeguards. ","OPS - CRY-01.1",5
"591","Policy","Export-Controlled Technology",,"Mechanisms exist to address the exporting of cryptographic technologies in compliance with relevant statutory and regulatory requirements.","OPS - CRY-01.2",5
"592","Policy","Pre/Post Transmission Handling",,"Cryptographic mechanisms exist to ensure the confidentiality and integrity of information during preparation for transmission and during reception.","OPS - CRY-01.3",5
"593","Policy","Conceal / Randomize Communications",,"Cryptographic mechanisms exist to conceal or randomize communication patterns.","OPS - CRY-01.4",5
"594","Policy","Cryptographic Cipher Suites and Protocols Inventory",,"Mechanisms exist to identify, document and review deployed cryptographic cipher suites and protocols to proactively respond to industry trends regarding the continued viability of utilized cryptographic cipher suites and protocols.","OPS - CRY-01.5",9
"595","Policy","Cryptographic Module Authentication",,"Automated mechanisms exist to enable systems to authenticate to a cryptographic module.","OPS - CRY-02",8
"596","Policy","Transmission Confidentiality ",,"Cryptographic mechanisms exist to protect the confidentiality of data being transmitted. ","OPS - CRY-03",10
"597","Policy","Transmission Integrity ",,"Cryptographic mechanisms exist to protect the integrity of data being transmitted. ","OPS - CRY-04",10
"598","Policy","Encrypting Data At Rest ",,"Cryptographic mechanisms exist to prevent unauthorized disclosure of data at rest. ","OPS - CRY-05",10
"599","Policy","Storage Media",,"Cryptographic mechanisms exist to protect the confidentiality and integrity of sensitive/regulated data residing on storage media.","OPS - CRY-05.1",8
"600","Policy","Offline Storage",,"Mechanisms exist to remove unused data from online storage and archive it off-line in a secure location until it can be disposed of according to data retention requirements.","OPS - CRY-05.2",5
"601","Policy","Database Encryption",,"Mechanisms exist to ensure that database servers utilize encryption to protect the confidentiality of the data within the databases.","OPS - CRY-05.3",8
"602","Policy","Non-Console Administrative Access",,"Cryptographic mechanisms exist to protect the confidentiality and integrity of non-console administrative access.","OPS - CRY-06",9
"603","Policy","Wireless Access Authentication & Encryption ",,"Mechanisms exist to protect wireless access via secure authentication and encryption.","OPS - CRY-07",9
"604","Policy","Public Key Infrastructure (PKI) ",,"Mechanisms exist to securely implement an internal Public Key Infrastructure (PKI) infrastructure or obtain PKI services from a reputable PKI service provider. ","OPS - CRY-08",9
"605","Policy","Availability",,"Resiliency mechanisms exist to ensure the availability of data in the event of the loss of cryptographic keys.","OPS - CRY-08.1",9
"606","Policy","Cryptographic Key Management ",,"Mechanisms exist to facilitate cryptographic key management controls to protect the confidentiality, integrity and availability of keys.","OPS - CRY-09",10
"607","Policy","Symmetric Keys",,"Mechanisms exist to facilitate the production and management of symmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes. ","OPS - CRY-09.1",9
"608","Policy","Asymmetric Keys",,"Mechanisms exist to facilitate the production and management of asymmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes that protect the user’s private key. ","OPS - CRY-09.2",9
"609","Policy","Cryptographic Key Loss or Change",,"Mechanisms exist to ensure the availability of information in the event of the loss of cryptographic keys by individual users. ","OPS - CRY-09.3",8
"610","Policy","Control & Distribution of Cryptographic Keys",,"Mechanisms exist to facilitate the secure distribution of symmetric and asymmetric cryptographic keys using industry recognized key management technology and processes. ","OPS - CRY-09.4",9
"611","Policy","Assigned Owners ",,"Mechanisms exist to ensure cryptographic keys are bound to individual identities. ","OPS - CRY-09.5",8
"612","Policy","Third-Party Cryptographic Keys",,"Mechanisms exist to ensure customers are provided with appropriate key management guidance whenever cryptographic keys are shared.","OPS - CRY-09.6",7
"613","Policy","External System Cryptographic Key Control",,"Mechanisms exist to maintain control of cryptographic keys for encrypted material stored or transmitted through an external system.","OPS - CRY-09.7",5
"614","Policy","Transmission of Cybersecurity & Data Privacy Attributes ",,"Mechanisms exist to ensure systems associate security attributes with information exchanged between systems. ","OPS - CRY-10",5
"615","Policy","Certificate Authorities",,"Automated mechanisms exist to enable the use of organization-defined Certificate Authorities (CAs) to facilitate the establishment of protected sessions.","OPS - CRY-11",8
"616","Policy","Data Protection ",,"Mechanisms exist to facilitate the implementation of data protection controls. ","OPS - DCH-01",10
"617","Policy","Data Stewardship ",,"Mechanisms exist to ensure data stewardship is assigned, documented and communicated. ","OPS - DCH-01.1",10
"618","Policy","Sensitive / Regulated Data Protection",,"Mechanisms exist to protect sensitive/regulated data wherever it is stored.","OPS - DCH-01.2",9
"619","Policy","Sensitive / Regulated Media Records",,"Mechanisms exist to ensure media records for sensitive/regulated data contain sufficient information to determine the potential impact in the event of a data loss incident.","OPS - DCH-01.3",6
"620","Policy","Data & Asset Classification ",,"Mechanisms exist to ensure data and assets are categorized in accordance with applicable statutory, regulatory and contractual requirements. ","OPS - DCH-02",10
"621","Policy","Highest Classification Level",,"Mechanisms exist to ensure that systems, applications and services are classified according to the highest level of data sensitivity that is stored, transmitted and/or processed.","OPS - DCH-02.1",8
"622","Policy","Media Access ",,"Mechanisms exist to control and restrict access to digital and non-digital media to authorized individuals. ","OPS - DCH-03",8
"623","Policy","Disclosure of Information",,"Mechanisms exist to restrict the disclosure of sensitive / regulated data to authorized parties with a need to know.","OPS - DCH-03.1",10
"624","Policy","Masking Displayed Data ",,"Mechanisms exist to apply data masking to sensitive/regulated information that is displayed or printed. ","OPS - DCH-03.2",7
"625","Policy","Controlled Release",,"Automated mechanisms exist to validate cybersecurity & data privacy attributes prior to releasing information to external systems.","OPS - DCH-03.3",4
"626","Policy","Media Marking ",,"Mechanisms exist to mark media in accordance with data protection requirements so that personnel are alerted to distribution limitations, handling caveats and applicable security requirements. ","OPS - DCH-04",7
"627","Policy","Automated Marking",,"Automated mechanisms exist to mark physical media and digital files to indicate the distribution limitations, handling requirements and applicable security markings (if any) of the information to aid Data Loss Prevention (DLP) technologies. ","OPS - DCH-04.1",2
"628","Policy","Cybersecurity & Data Privacy Attributes",,"Mechanisms exist to bind cybersecurity & data privacy attributes to information as it is stored, transmitted and processed.","OPS - DCH-05",2
"629","Policy","Dynamic Attribute Association",,"Mechanisms exist to dynamically associate cybersecurity & data privacy attributes with individuals and objects as information is created, combined, or transformed, in accordance with organization-defined cybersecurity and data privacy policies.","OPS - DCH-05.1",2
"630","Policy","Attribute Value Changes By Authorized Individuals",,"Mechanisms exist to provide authorized individuals (or processes acting on behalf of individuals) the capability to define or change the value of associated cybersecurity & data privacy attributes.","OPS - DCH-05.2",8
"631","Policy","Maintenance of Attribute Associations By System",,"Mechanisms exist to maintain the association and integrity of cybersecurity & data privacy attributes to individuals and objects.","OPS - DCH-05.3",2
"632","Policy","Association of Attributes By Authorized Individuals",,"Mechanisms exist to provide the capability to associate cybersecurity & data privacy attributes with individuals and objects by authorized individuals (or processes acting on behalf of individuals).","OPS - DCH-05.4",2
"633","Policy","Attribute Displays for Output Devices",,"Mechanisms exist to display cybersecurity & data privacy attributes in human-readable form on each object that the system transmits to output devices to identify special dissemination, handling or distribution instructions using human-readable, standard naming conventions.","OPS - DCH-05.5",8
"634","Policy","Data Subject Attribute Associations",,"Mechanisms exist to require personnel to associate and maintain the association of cybersecurity & data privacy attributes with individuals and objects in accordance with cybersecurity and data privacy policies.","OPS - DCH-05.6",2
"635","Policy","Consistent Attribute Interpretation",,"Mechanisms exist to provide a consistent, organizationally agreed upon interpretation of cybersecurity & data privacy attributes employed in access enforcement and flow enforcement decisions between distributed system components.","OPS - DCH-05.7",2
"636","Policy","Identity Association Techniques & Technologies",,"Mechanisms exist to associate cybersecurity & data privacy attributes to information.","OPS - DCH-05.8",2
"637","Policy","Attribute Reassignment",,"Mechanisms exist to reclassify data as required, due to changing business/technical requirements.","OPS - DCH-05.9",7
"638","Policy","Attribute Configuration By Authorized Individuals",,"Mechanisms exist to provide authorized individuals the capability to define or change the type and value of cybersecurity & data privacy attributes available for association with subjects and objects.","OPS - DCH-05.10",8
"639","Policy","Audit Changes",,"Mechanisms exist to audit changes to cybersecurity & data privacy attributes and responds to events in accordance with incident response procedures.","OPS - DCH-05.11",7
"640","Policy","Media Storage",,"Mechanisms exist to:   ▪ Physically control and securely store digital and non-digital media within controlled areas using organization-defined security measures; and  ▪ Protect system media until the media are destroyed or sanitized using approved equipment, techniques and procedures.","OPS - DCH-06",8
"641","Policy","Physically Secure All Media",,"Mechanisms exist to physically secure all media that contains sensitive information.","OPS - DCH-06.1",9
"642","Policy","Sensitive Data Inventories",,"Mechanisms exist to maintain inventory logs of all sensitive media and conduct sensitive media inventories at least annually. ","OPS - DCH-06.2",9
"643","Policy","Periodic Scans for Sensitive Data",,"Mechanisms exist to periodically scan unstructured data sources for sensitive/regulated data or data requiring special protection measures by statutory, regulatory or contractual obligations. ","OPS - DCH-06.3",7
"644","Policy","Making Sensitive Data Unreadable In Storage",,"Mechanisms exist to ensure sensitive/regulated data is rendered human unreadable anywhere sensitive/regulated data is stored. ","OPS - DCH-06.4",9
"645","Policy","Storing Authentication Data",,"Mechanisms exist to prohibit the storage of sensitive transaction authentication data after authorization. ","OPS - DCH-06.5",5
"646","Policy","Media Transportation ",,"Mechanisms exist to protect and control digital and non-digital media during transport outside of controlled areas using appropriate security measures.","OPS - DCH-07",9
"647","Policy","Custodians",,"Mechanisms exist to identify custodians throughout the transport of digital or non-digital media. ","OPS - DCH-07.1",9
"648","Policy","Encrypting Data In Storage Media",,"Cryptographic mechanisms exist to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.","OPS - DCH-07.2",5
"649","Policy","Physical Media Disposal",,"Mechanisms exist to securely dispose of media when it is no longer required, using formal procedures. ","OPS - DCH-08",10
"650","Policy","Digital Media Sanitization",,"Mechanisms exist to sanitize digital media with the strength and integrity commensurate with the classification or sensitivity of the information prior to disposal, release out of organizational control or release for reuse.","OPS - DCH-09",10
"651","Policy","Media Sanitization Documentation",,"Mechanisms exist to supervise, track, document and verify media sanitization and disposal actions. ","OPS - DCH-09.1",7
"652","Policy","Equipment Testing",,"Mechanisms exist to test sanitization equipment and procedures to verify that the intended result is achieved. ","OPS - DCH-09.2",5
"653","Policy","Sanitization of Personal Data (PD)",,"Mechanisms exist to facilitate the sanitization of Personal Data (PD).","OPS - DCH-09.3",9
"654","Policy","First Time Use Sanitization",,"Mechanisms exist to apply nondestructive sanitization techniques to portable storage devices prior to first use.","OPS - DCH-09.4",5
"655","Policy","Dual Authorization for Sensitive Data Destruction",,"Mechanisms exist to enforce dual authorization for the destruction, disposal or sanitization of digital media that contains sensitive / regulated data.","OPS - DCH-09.5",5
"656","Policy","Media Use",,"Mechanisms exist to restrict the use of types of digital media on systems or system components. ","OPS - DCH-10",8
"657","Policy","Limitations on Use ",,"Mechanisms exist to restrict the use and distribution of sensitive / regulated data. ","OPS - DCH-10.1",10
"658","Policy","Prohibit Use Without Owner",,"Mechanisms exist to prohibit the use of portable storage devices in organizational information systems when such devices have no identifiable owner.","OPS - DCH-10.2",5
"659","Policy","Data Reclassification ",,"Mechanisms exist to reclassify data, including associated systems, applications and services, commensurate with the security category and/or classification level of the information.","OPS - DCH-11",8
"660","Policy","Removable Media Security",,"Mechanisms exist to restrict removable media in accordance with data handling and acceptable usage parameters.","OPS - DCH-12",10
"661","Policy","Use of External Information Systems ",,"Mechanisms exist to govern how external parties, systems and services are used to securely store, process and transmit data. ","OPS - DCH-13",9
"662","Policy","Limits of Authorized Use ",,"Mechanisms exist to prohibit external parties, systems and services from storing, processing and transmitting data unless authorized individuals first:   ▪ Verifying the implementation of required security controls; or  ▪ Retaining a processing agreement with the entity hosting the external systems or service.","OPS - DCH-13.1",8
"663","Policy","Portable Storage Devices",,"Mechanisms exist to restrict or prohibit the use of portable storage devices by users on external systems. ","OPS - DCH-13.2",9
"664","Policy","Protecting Sensitive Data on External Systems",,"Mechanisms exist to ensure that the requirements for the protection of sensitive information processed, stored or transmitted on external systems, are implemented in accordance with applicable statutory, regulatory and contractual obligations.","OPS - DCH-13.3",10
"665","Policy","Non-Organizationally Owned Systems / Components / Devices",,"Mechanisms exist to restrict the use of non-organizationally owned information systems, system components or devices to process, store or transmit organizational information.","OPS - DCH-13.4",5
"666","Policy","Information Sharing ",,"Mechanisms exist to utilize a process to assist users in making information sharing decisions to ensure data is appropriately protected.","OPS - DCH-14",9
"667","Policy","Information Search & Retrieval",,"Mechanisms exist to ensure information systems implement data search and retrieval functions that properly enforce data protection / sharing restrictions.","OPS - DCH-14.1",5
"668","Policy","Transfer Authorizations",,"Mechanisms exist to verify that individuals or systems transferring data between interconnecting systems have the requisite authorizations (e.g., write permissions or privileges) prior to transferring said data.","OPS - DCH-14.2",8
"669","Policy","Data Access Mapping",,"Mechanisms exist to develop a data-specific Access Control List (ACL) or Data Information Sharing Agreement (DISA) to determine the personnel with whom sensitive/regulated data is shared.","OPS - DCH-14.3",9
"670","Policy","Publicly Accessible Content",,"Mechanisms exist to control publicly-accessible content.","OPS - DCH-15",10
"671","Policy","Data Mining Protection",,"Mechanisms exist to protect data storage objects against unauthorized data mining and data harvesting techniques. ","OPS - DCH-16",7
"672","Policy","Ad-Hoc Transfers ",,"Mechanisms exist to secure ad-hoc exchanges of large digital files with internal or external parties.","OPS - DCH-17",8
"673","Policy","Media & Data Retention ",,"Mechanisms exist to retain media and data in accordance with applicable statutory, regulatory and contractual obligations. ","OPS - DCH-18",8
"674","Policy","Minimize Personal Data (PD)",,"Mechanisms exist to limit Personal Data (PD) being processed in the information lifecycle to elements identified in the Data Protection Impact Assessment (DPIA).","OPS - DCH-18.1",8
"675","Policy","Limit Personal Data (PD) Elements In Testing, Training & Research",,"Mechanisms exist to minimize the use of Personal Data (PD) for research, testing, or training, in accordance with the Data Protection Impact Assessment (DPIA).","OPS - DCH-18.2",8
"676","Policy","Temporary Files Containing Personal Data (PD)",,"Mechanisms exist to perform periodic checks of temporary files for the existence of Personal Data (PD).","OPS - DCH-18.3",5
"677","Policy","Geographic Location of Data",,"Mechanisms exist to inventory, document and maintain data flows for data that is resident (permanently or temporarily) within a service's geographically distributed applications (physical and virtual), infrastructure, systems components and/or shared with other third-parties.","OPS - DCH-19",9
"678","Policy","Archived Data Sets ",,"Mechanisms exist to protect archived data in accordance with applicable statutory, regulatory and contractual obligations. ","OPS - DCH-20",8
"679","Policy","Information Disposal",,"Mechanisms exist to securely dispose of, destroy or erase information.","OPS - DCH-21",10
"680","Policy","Data Quality Operations",,"Mechanisms exist to check for the accuracy, relevance, timeliness, impact, completeness and de-identification of information across the information lifecycle.","OPS - DCH-22",5
"681","Policy","Updating & Correcting Personal Data (PD)",,"Mechanisms exist to utilize technical controls to correct Personal Data (PD) that is inaccurate or outdated, incorrectly determined regarding impact, or incorrectly de-identified.","OPS - DCH-22.1",6
"682","Policy","Data Tags",,"Mechanisms exist to utilize data tags to automate tracking of sensitive/regulated data across the information lifecycle.","OPS - DCH-22.2",3
"683","Policy","Primary Source Personal Data (PD) Collection",,"Mechanisms exist to collect Personal Data (PD) directly from the individual. ","OPS - DCH-22.3",8
"684","Policy","De-Identification (Anonymization)",,"Mechanisms exist to anonymize data by removing Personal Data (PD) from datasets.","OPS - DCH-23",8
"685","Policy","De-Identify Dataset Upon Collection",,"Mechanisms exist to de-identify the dataset upon collection by not collecting Personal Data (PD).","OPS - DCH-23.1",8
"686","Policy","Archiving",,"Mechanisms exist to refrain from archiving Personal Data (PD) elements if those elements in a dataset will not be needed after the dataset is archived.","OPS - DCH-23.2",8
"687","Policy","Release",,"Mechanisms exist to remove Personal Data (PD) elements from a dataset prior to its release if those elements in the dataset do not need to be part of the data release.","OPS - DCH-23.3",8
"688","Policy","Removal, Masking, Encryption, Hashing or Replacement of Direct Identifiers",,"Mechanisms exist to remove, mask, encrypt, hash or replace direct identifiers in a dataset.","OPS - DCH-23.4",8
"689","Policy","Statistical Disclosure Control",,"Mechanisms exist to manipulate numerical data, contingency tables and statistical findings so that no person or organization is identifiable in the results of the analysis.","OPS - DCH-23.5",1
"690","Policy","Differential Data Privacy",,"Mechanisms exist to prevent disclosure of Personal Data (PD) by adding non-deterministic noise to the results of mathematical operations before the results are reported.","OPS - DCH-23.6",1
"691","Policy","Automated De-Identification of Sensitive Data",,"Mechanisms exist to perform de-identification of sensitive/regulated data, using validated algorithms and software to implement the algorithms.","OPS - DCH-23.7",1
"692","Policy","Motivated Intruder",,"Mechanisms exist to perform a motivated intruder test on the de-identified dataset to determine if the identified data remains or if the de-identified data can be re-identified.","OPS - DCH-23.8",3
"693","Policy","Code Names",,"Mechanisms exist to use aliases to name assets, which are mission-critical and/or contain highly-sensitive/regulated data, are unique and not readily associated with a product, project or type of data.","OPS - DCH-23.9",1
"694","Policy","Information Location",,"Mechanisms exist to identify and document the location of information and the specific system components on which the information resides.","OPS - DCH-24",10
"695","Policy","Automated Tools to Support Information Location",,"Automated mechanisms exist to identify by data classification type to ensure adequate cybersecurity & data privacy controls are in place to protect organizational information and individual data privacy.","OPS - DCH-24.1",6
"696","Policy","Transfer of Sensitive and/or Regulated Data",,"Mechanisms exist to restrict and govern the transfer of sensitive and/or regulated data to third-countries or international organizations.","OPS - DCH-25",10
"697","Policy","Transfer Activity Limits",,"Mechanisms exist to establish organization-defined 'normal business activities' to identify anomalous transaction activities that can reduce the opportunity for sending (outbound) and/or receiving (inbound) fraudulent actions.","OPS - DCH-25.1",7
"698","Policy","Data Localization",,"Mechanisms exist to constrain the impact of 'digital sovereignty laws,' that require localized data within the host country, where data and processes may be subjected to arbitrary enforcement actions that potentially violate other applicable statutory, regulatory and/or contractual obligations.","OPS - DCH-26",10
"699","Policy","Embedded Technology Security Program ",,"Mechanisms exist to facilitate the implementation of embedded technology controls. ","OPS - EMB-01",10
"700","Policy","Internet of Things (IOT) ",,"Mechanisms exist to proactively manage the cybersecurity & data privacy risks associated with Internet of Things (IoT).","OPS - EMB-02",9
"701","Policy","Operational Technology (OT) ",,"Mechanisms exist to proactively manage the cybersecurity & data privacy risks associated with Operational Technology (OT).","OPS - EMB-03",9
"702","Policy","Interface Security",,"Mechanisms exist to protect embedded devices against unauthorized use of the physical factory diagnostic and test interface(s).","OPS - EMB-04",4
"703","Policy","Embedded Technology Configuration Monitoring",,"Mechanisms exist to generate log entries on embedded devices when configuration changes or attempts to access interfaces are detected.","OPS - EMB-05",6
"704","Policy","Prevent Alterations",,"Mechanisms exist to protect embedded devices by preventing the unauthorized installation and execution of software.","OPS - EMB-06",6
"705","Policy","Embedded Technology Maintenance",,"Mechanisms exist to securely update software and upgrade functionality on embedded devices.","OPS - EMB-07",6
"706","Policy","Resilience To Outages",,"Mechanisms exist to configure embedded technology to be resilient to data network and power outages.","OPS - EMB-08",2
"707","Policy","Power Level Monitoring",,"Automated mechanisms exist to monitor the power levels of embedded technologies for decreased or excessive power usage, including battery drainage, to investigate for device tampering.","OPS - EMB-09",4
"708","Policy","Embedded Technology Reviews",,"Mechanisms exist to perform evaluations of deployed embedded technologies as needed, or at least on an annual basis, to ensure that necessary updates to mitigate the risks associated with legacy embedded technologies are identified and implemented.","OPS - EMB-10",8
"709","Policy","Message Queuing Telemetry Transport (MQTT) Security",,"Mechanisms exist to enforce the security of Message Queuing Telemetry Transport (MQTT) traffic.","OPS - EMB-11",7
"710","Policy","Restrict Communications",,"Mechanisms exist to require embedded technologies to initiate all communications and drop new, incoming communications.","OPS - EMB-12",8
"711","Policy","Authorized Communications",,"Mechanisms exist to restrict embedded technologies to communicate only with authorized peers and service endpoints.","OPS - EMB-13",8
"712","Policy","Operating Environment Certification",,"Mechanisms exist to determine if embedded technologies are certified for secure use in the proposed operating environment.","OPS - EMB-14",9
"713","Policy","Safety Assessment",,"Mechanisms exist to evaluate the safety aspects of embedded technologies via a fault tree analysis, or similar method, to determine possible consequences of misuse, misconfiguration and/or failure.","OPS - EMB-15",9
"714","Policy","Certificate-Based Authentication",,"Mechanisms exist to enforce certificate-based authentication for embedded technologies (e.g., IoT, OT, etc.) and their supporting services.","OPS - EMB-16",5
"715","Policy","Chip-To-Cloud Security",,"Mechanisms exist to implement embedded technologies that utilize pre-provisioned cloud trust anchors to support secure bootstrap and Zero Touch Provisioning (ZTP).","OPS - EMB-17",6
"716","Policy","Real-Time Operating System (RTOS) Security",,"Mechanisms exist to ensure embedded technologies utilize a securely configured Real-Time Operating System (RTOS).","OPS - EMB-18",5
"717","Policy","Safe Operations",,"Mechanisms exist to continuously validate autonomous systems that trigger an automatic state change when safe operation is no longer assured.","OPS - EMB-19",9
"718","Policy","Sensor Delivery Verification",,"Mechanisms exist to verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles.","OPS - END-13.4",4
"719","Policy","Endpoint Security ",,"Mechanisms exist to facilitate the implementation of endpoint security controls.","OPS - END-01",10
"720","Policy","Endpoint Protection Measures ",,"Mechanisms exist to protect the confidentiality, integrity, availability and safety of endpoint devices.","OPS - END-02",9
"721","Policy","Prohibit Installation Without Privileged Status ",,"Automated mechanisms exist to prohibit software installations without explicitly assigned privileged status. ","OPS - END-03",9
"722","Policy","Software Installation Alerts",,"Mechanisms exist to generate an alert when new software is detected. ","OPS - END-03.1",8
"723","Policy","Governing Access Restriction for Change",,"Mechanisms exist to define, document, approve and enforce access restrictions associated with changes to systems.","OPS - END-03.2",8
"724","Policy","Malicious Code Protection (Anti-Malware) ",,"Mechanisms exist to utilize antimalware technologies to detect and eradicate malicious code.","OPS - END-04",10
"725","Policy","Automatic Antimalware Signature Updates",,"Mechanisms exist to automatically update antimalware technologies, including signature definitions. ","OPS - END-04.1",9
"726","Policy","Documented Protection Measures",,"Mechanisms exist to document antimalware technologies.","OPS - END-04.2",3
"727","Policy","Centralized Management of Antimalware Technologies",,"Mechanisms exist to centrally-manage antimalware technologies.","OPS - END-04.3",8
"728","Policy","Heuristic / Nonsignature-Based Detection",,"Mechanisms exist to utilize heuristic / nonsignature-based antimalware detection capabilities.","OPS - END-04.4",8
"729","Policy","Malware Protection Mechanism Testing",,"Mechanisms exist to test antimalware technologies by introducing a known benign, non-spreading test case into the system and subsequently verifying that both detection of the test case and associated incident reporting occurs. ","OPS - END-04.5",5
"730","Policy","Evolving Malware Threats",,"Mechanisms exist to perform periodic evaluations evolving malware threats to assess systems that are generally not considered to be commonly affected by malicious software. ","OPS - END-04.6",3
"731","Policy","Always On Protection",,"Mechanisms exist to ensure that anti-malware technologies are continuously running in real-time and cannot be disabled or altered by non-privileged users, unless specifically authorized by management on a case-by-case basis for a limited time period. ","OPS - END-04.7",9
"732","Policy","Software Firewall ",,"Mechanisms exist to utilize host-based firewall software, or a similar technology, on all information systems, where technically feasible.","OPS - END-05",9
"733","Policy","Endpoint File Integrity Monitoring (FIM) ",,"Mechanisms exist to utilize File Integrity Monitor (FIM) technology to detect and report unauthorized changes to system files and configurations.","OPS - END-06",8
"734","Policy","Integrity Checks ",,"Mechanisms exist to validate configurations through integrity checking of software and firmware.","OPS - END-06.1",6
"735","Policy","Integration of Detection & Response ",,"Mechanisms exist to detect and respond to unauthorized configuration changes as cybersecurity incidents.","OPS - END-06.2",9
"736","Policy","Automated Notifications of Integrity Violations",,"Automated mechanisms exist to alert incident response personnel upon discovering discrepancies during integrity verification. ","OPS - END-06.3",5
"737","Policy","Automated Response to Integrity Violations",,"Automated mechanisms exist to implement remediation actions when integrity violations are discovered. ","OPS - END-06.4",5
"738","Policy","Boot Process Integrity",,"Automated mechanisms exist to verify the integrity of the boot process of information systems.","OPS - END-06.5",5
"739","Policy","Protection of Boot Firmware",,"Automated mechanisms exist to protect the integrity of boot firmware in information systems.","OPS - END-06.6",5
"740","Policy","Binary or Machine-Executable Code",,"Mechanisms exist to prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code.","OPS - END-06.7",5
"741","Policy","Host Intrusion Detection and Prevention Systems (HIDS / HIPS) ",,"Mechanisms exist to utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS) on sensitive systems.","OPS - END-07",9
"742","Policy","Phishing & Spam Protection ",,"Mechanisms exist to utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail.","OPS - END-08",10
"743","Policy","Central Management",,"Mechanisms exist to centrally-manage anti-phishing and spam protection technologies.","OPS - END-08.1",5
"744","Policy","Automatic Spam and Phishing Protection Updates",,"Mechanisms exist to automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices.","OPS - END-08.2",8
"745","Policy","Trusted Path",,"Mechanisms exist to establish a trusted communications path between the user and the security functions of the operating system.","OPS - END-09",9
"746","Policy","Mobile Code",,"Mechanisms exist to address mobile code / operating system-independent applications. ","OPS - END-10",4
"747","Policy","Thin Nodes",,"Mechanisms exist to configure thin nodes to have minimal functionality and information storage. ","OPS - END-11",4
"748","Policy","Port & Input / Output (I/O) Device Access ",,"Mechanisms exist to physically disable or remove unnecessary connection ports or input/output devices from sensitive systems.","OPS - END-12",6
"749","Policy","Sensor Capability",,"Mechanisms exist to configure embedded sensors on systems to:   ▪ Prohibit the remote activation of sensing capabilities; and  ▪ Provide an explicit indication of sensor use to users.","OPS - END-13",7
"750","Policy","Authorized Use",,"Mechanisms exist to utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes.","OPS - END-13.1",8
"751","Policy","Notice of Collection",,"Mechanisms exist to notify individuals that Personal Data (PD) is collected by sensors.","OPS - END-13.2",6
"752","Policy","Collection Minimization",,"Mechanisms exist to utilize sensors that are configured to minimize the collection of information about individuals.","OPS - END-13.3",8
"753","Policy","Collaborative Computing Devices ",,"Mechanisms exist to unplug or prohibit the remote activation of collaborative computing devices with the following exceptions:   ▪ Networked whiteboards;   ▪ Video teleconference cameras; and   ▪ Teleconference microphones. ","OPS - END-14",9
"754","Policy","Disabling / Removal In Secure Work Areas",,"Mechanisms exist to disable or remove collaborative computing devices from critical information systems and secure work areas.","OPS - END-14.1",5
"755","Policy","Explicitly Indicate Current Participants",,"Automated mechanisms exist to provide an explicit indication of current participants in online meetings and teleconferences.","OPS - END-14.2",5
"756","Policy","Hypervisor Access ",,"Mechanisms exist to restrict access to hypervisor management functions or administrative consoles for systems hosting virtualized systems.","OPS - END-15",9
